no,veracity,content,source,sentiment,reply numbers,retweet numbers,likes numbers
2489,1,Counterpoint: fair pricing (referred to as *gouging* in this article) is the most efficient way to distribute supplies in times of crisis and helps discourage people from stockpiling beyond their requirements https://t.co/NuTi0lWGYb,5.10E+17,3,2,1,12
2490,1, MaddowBlog  maddow Rachel I Canadian and my daughter is a teacher in Seoul SK  and she just text me and said in the past 3 days the coronavirus cases has triple and the schools are all closing down and the available of masks are almost impossible to get,6.72E+17,#N/A,0,0,0
2491,0,"Charles, CDC grossly incompetent and irresponsible statement to tank the market.  Are they deep staters?  If you were Pres, would you accept your own CDC saying they are too incompetent to do their jobs?  Would you accept statement to panic and make a run on the grocery store? https://t.co/0DAD7w4IAE",3.96E+18,#VALUE!,88,31,106
2492,1,"Corona virus is going to severely impact global manufacturing no doubt. The power and strategic importance of local production capability becomes apparent.  In this regard, Australia is not in a good place.  On the plus side, though we grow a lot of food and we have CSL. \o/",7.29E+17,#VALUE!,1,1,10
2493,0,Bill Gates owns patent and runs simulation 3 months prior to epidemic,7.41E+18,3,1,0,3
2494,0,The vast majority of people who contract the virus are only going to have flu-like symptoms or less,8.59E+18,2,182,4470,9956
2495,0,a #GTPD officer had died from COVID-19,3.43E+18,2,0,1,10
2496,0,Frequent or excessive alcohol consumption can project you against COVID-19,7.98E+18,2,0,2,3
2497,0,People of the black type are more likely to contract the coronavirus,8.64E+18,2,0,0,0
2498,0,"Black People could not get the Coronavirus, that the Coronavirus-1",3.77E+17,3,0,0,0
2499,0,drinking fluids can wash the virus into the stomach,2.04E+18,3,0,0,0
2500,0,African Americans are less likely to contract the virus,3.42E+18,1,0,3,12
2501,0,Donated Chinese Test Kits are Infected with COVID-19,1.39E+18,3,0,0,0
2502,1,Huang Yanling is still alive,3.43E+18,2,0,0,0
2503,0,the military will be used to enforce coronavirus quarantines or the state will implement martial law,1.76E+18,2,0,0,2
2504,0,The president will order a two week mandatory quarantine for the nation,1.66E+18,2,0,0,0
2505,0,the coronavirus is related to the deployment of 5G frequency,2.56E+18,2,0,0,0
2506,0,the virus didn't affect Black people,3.16E+18,2,0,0,0
2507,0,Bihar has cases with no contact or foreign travel history,8.12E+18,3,0,0,0
2508,0,?Department of Homeland Security will mobilize the National Guard to enforce a national quarantine,5.34E+18,2,0,0,1
2509,1,People Need A Photo ID To Be Tested For COVID-19 At A Community Based Testing Center (CBTS),1.86E+18,2,0,3,4
2510,0,hospitals are overran stem from outside the hospital,8.79E+17,2,0,0,2
2511,0,cold weather and snow can kill the new coronavirus,4.09E+18,3,0,3,4
2512,0,4 nurses had died because  paddycosgrave is desperate for attention,5.06E+18,2,5,8,127
2513,0,ssm slu hospital didn't have a flood of patients,1.96E+18,2,5,8,127
2514,0,police are requiring proof of essential employment for those traveling to/from work,6.12E+18,2,1,20,37
2515,0,the indiana national guard are closing the border and shutting down streets and roads,2.69E+18,2,0,26,71
2516,0,Russian media are weaponizing the narrative the EU abandoned its members during #coronavirus #COVID19 outbreak,2.40E+18,2,4,42,51
2517,0,the UK Government has seized control of Scotland's Coronavirus testing kits,4.32E+18,2,20,146,204
2518,0,"None of the nurses are wearing masks, not even surgical masks",2.39E+18,2,1,1,0
2519,0,Information suggesting 5G network causes coronavirus,6.79E+18,2,3,11,15
2520,0,Supermarkets have been using the list to give priority to vulnerable customers,7.46E+17,2,1,0,1
2521,0,I just now started researching 5G. I found 5G coverage worldwide to shockingly mirror COVID-19 worldwide. The most concentrated areas of 5G = the most concentrated areas of corona,6.95E+18,2,23,87,109
2522,0,WH pandemic team was fired. Multiple folks inside government and WHO officials warned about that virus. Trump downplayed the seriously of the virus even in February. All of right wing media has done that until the economy shutdown,2.17E+18,1,2,0,0
2523,0,a tiger was tested for COVID-19,6.60E+18,1,0,0,0
2524,0,"Eating alkaline foods will stave off the novel coronavirus, which has a pH level of 5.5 to 8.5",2.58E+18,3,0,1,0
2525,0,people taking a drug for lupus aren't getting coronavirus,7.18E+18,2,1297,1967,6174
2526,0,"the virus somehow escaped from a Chinese lab, either by accident or design",6.58E+18,2,0,0,0
2527,0,the seditious treasonous inferring that staff of the royal family have been tested for corona virus rigourously for weeks,9.04E+18,2,0,0,0
2528,1,Pakistan has commissioned 1st 80acre kabristan to fight Corona Virus for Karachi,4.75E+18,2,1,0,4
2529,0,Trump Bullshit get the coronavirus and die,2.76E+18,1,121,1041,3025
2530,0,"The UN's #WorldHealthOrganization, acting at #China's direction, helped spread #coronavirus by disseminating information",5.08E+18,2,42,293,301
2531,0,Recent news appear to indicate that avoiding ice cream or drinking warm liquids can help prevent the onset of the disease,8.54E+18,2,0,1,0
2532,0,makeup spread COVID-19,3.37E+18,2,0,0,0
2533,0,coronavirus transmission is instant and it kill humans instantly,6.02E+18,3,0,0,0
2534,0,Animals spread the virus,1.73E+18,1,0,0,0
2535,0,pets can transmit coronavirus,4.60E+18,2,0,0,0
2536,0,The incident has sparked fear among locals that the birds might have died of coronavirus,3.05E+18,2,0,4,20
2537,0,young healthy people without other illnesses are essentially safe from coronavirus,2.51E+18,1,1,0,3
2538,0,there is a Coronavirus Ventilator Shortage In Kebbi,7.28E+18,2,0,0,0
2539,0,There are remedies that can fight COVID-19,3.71E+18,2,0,2,2
2540,0,Chinese stock market was unaffected by the spread of the virus,7.86E+18,3,0,0,0
2541,0,the impeachment hearings prevented the administration from being able to respond to Coronavirus,6.92E+18,2,0,0,0
2542,0,there were coronavirus patients at Kettering hospital,4.53E+18,2,53,161,367
2543,0,"the tweep who said that coronavirus has killed his cousin, who is a medical doctor & in her 30's",2.58E+18,2,16,46,91
2544,0,children are immune from Covid-19,7.72E+18,3,8,96,126
2545,0,anyone in the US could get tested for COVID-19,4.42E+18,1,9,46,183
2546,0,arrest warrants this week for people who didn't show up to court after the court announced hearings were postponed due to coronavirus,7.40E+18,1,13,21,34
2547,0,Boris Johnson's senior adviser rejected draconian measures to tackle spread of coronavirus,3.34E+18,3,10,16,12
2548,0,"it's ""only"" elderly people who are/will be severely affected by coronavirus",5.05E+18,2,5,77,521
2549,0,Russian Planes carrying aid to Italy blocked from using Poland Airspace,3.62E+18,2,18,244,314
2550,0,"the total number of U.S. coronavirus cases will soon go from 15 to ""close to zero.""",7.68E+18,2,3,24,55
2551,0,Remarks by a federal health official appeared to suggest that the World Health Organization's coronavirus tests were wildly inaccurate,8.71E+18,2,8,24,30
2552,0,Last week VP Pence told Congress the U.S. would have a million tests for coronavirus by Friday,3.64E+18,2,11,51,220
2553,0,you're at low risk of transmission if the other person doesn't have symptoms,1.17E+17,1,9,29,73
2554,0,You could cure any kind of Corona based virus within 48 hours using a MMS (BLEACH) protocol,4.48E+18,1,6,18,37
2555,0,"There was rumours that  sidharth_shukla will be seen in Naagin4 opposite  TheRashamiDesai & he was about to start shooting but due to the ongoing Coronavirus outbreak, he couldn't",8.64E+18,2,185,607,2309
2556,0,"BJ: ""I was at a hospital where there were a few coronavirus patients, and I shook hands with everybody"" (you have to watch the video for the full Boris Johnson waffle effect.)",8.80E+18,3,6,20,41
2557,0,more people die in car crashes than from the coronavirus,6.77E+18,2,19,83,190
2558,0,Trump 'Cut Funding' For 'Vital' CDC Weapons Against Coronavirus,8.53E+17,1,1,21,36
2559,0,coronavirus fatalities are concentrated among elderly and sick,9.22E+18,3,40,201,444
2560,0,coronavirus is no worse than the flu for young people,5.38E+18,3,4,46,52
2561,0,a patient has run away from some isolation/quarantine facility,3.71E+18,2,4,52,53
2562,0,Blood centers are testing donations for COVID-19,6.92E+18,3,0,9,33
2563,0,Europe didn't impose #Coronavirus bans on flights from China,5.84E+18,3,3,9,13
2564,0,"Also, priests are being ordered by their bishops not to to give Last Rites to the dying",8.66E+18,1,3,4,27
2565,0,Richard Wilkins was recently in the company of Olivia Newton-John and Paul Hogan since contracting coronavirus,5.24E+18,2,9,9,38
2566,0,Trump called coronavirus a hoax,6.28E+18,1,5,31,91
2567,0,"United States has done far more ""testing"" than any other nation",5.50E+18,1,59251,34716,193692
2568,0,a GCC citizen has died in the Janabiya area from Coronavirus (COVID-19),3.52E+18,2,2,21,35
2569,0,one way to get tested for the #virus is by donating blood or warning that mosquitoes can carry it,4.99E+18,2,0,0,0
2570,0,Li Wenliang was an anti-establishment hero,1.28E+18,2,2,3,5
2571,0,the government is outsourcing the gaslighting to the coerced experts,4.47E+18,2,0,0,0
2572,0,We've been made aware of a message circulating that the Academy is closed due to Coronavirus,7.31E+18,1,0,10,23
2573,0,coronavirus is not new for scientists and not life threatening if precautionary measures be taken and immediate treatment is provided but once it??s left untreated or poorly late diag,7.61E+18,3,0,0,0
2574,0,"something specific to COVID-19, this new coronavirus strain-its small size- makes it unable to be protected against",7.20E+18,2,0,0,0
2575,0,"#COVID19 is a viral infection, just like common cold (FLU) all in class of #Coronavirus",3.01E+18,2,1,0,2
2576,0,CDC recommends people shave off facial hair to protect against the new coronavirus,1.98E+18,3,0,0,0
2577,0,a coronavirus case had been discovered in a residential compound in Abu Dhabi on Saturday,5.10E+18,2,0,2,4
2578,0,a Newberg student has coronavirus,2.17E+17,2,1,2,3
2579,0,Sydney Talker has corona virus,8.88E+17,2,27,128,999
2580,0,AmitShah is missing.,5.08E+18,3,19,98,395
2581,0,Garlic can help prevent infections with COVID-19,7.08E+18,2,20,61,104
2582,0,the Chinese govt is hiding 20 million deaths from coronavirus,8.36E+17,2,38,114,339
2583,0,Mosquitoes transmit COVID-19,4.44E+17,2,38,114,339
2584,0,watching AUTO-FOCUS four times a day for three weeks straight can defeat the Coronavirus,7.61E+18,1,22,22,355
2585,0,"Lenox Hill in New York among many hospitals already using Hydroxychloroquine with very promising results. One patient was described as ""Lazarus"" who was seriously ill from COVID-19, already released",4.14E+16,2,103,651,962
2586,0,"coronavirus started in the ""Luhan Province"" in China",1.46E+18,3,208,446,1309
2587,0,Muslims are spreading coronavirus infection,4.51E+18,2,20,451,886
2588,0,people from Italy and Iran were hiding in a Patna mosque to avoid getting tested for coronavirus,2.84E+18,2,13,89,189
2589,0,more Americans will die of social distancing measures than will die of coronavirus,4.18E+18,2,51,18,168
2590,0,pets can carry coronavirus,3.97E+18,2,43,251,577
2591,0,COVID 19 is airborne,4.41E+18,3,11,688,725
2592,0,a group of people were infected by Coronavirus at Hillsong's colour conference,7.62E+18,2,20,39,347
2593,0,methanol can cure coronavirus,8.33E+18,2,4,22,21
2594,0,There are photos of 'coronavirus patients in Italy' on the streets,1.77E+18,2,0,8,20
2595,0,a Chinese doctor has discovered that drinking Tea is effective in curing & relieving symptoms of the coronavirus,8.21E+18,2,3,23,83
2596,0,the #coronaviruslockdown announced by PM  narendramodi 'could be extended by a week',7.68E+18,2,2,11,29
2597,0,the flu shot will protect them from coronavirus,6.29E+18,2,3,31,43
2598,0,lemon slices in hot water can kill the coronavirus,3.09E+18,2,10,99,158
2599,0,"State Department warns of coronavirus echo chamber by China, Russia, and Iran",4.43E+18,2,5,186,111
2600,0,Coronavirus test is not free in India,2.91E+16,3,15,181,352
2601,0,a U.S. Army athlete brought the Coronavirus to China,8.86E+18,1,56,339,974
2602,0,drinking methanol protects from coronavirus,5.67E+18,3,38,237,149
2603,0,GOV.UK CORONAVIRUS ALERT New rules in force now: you must stay at home,2.36E+18,2,21,218,222
2604,0,No more spaces are available in hospitals. Please don't atep out of your homes for next 21 days,2.77E+18,2,25,324,831
2605,0,WHO came up with protocol$procedure of lockdown periods for controlling on most dangerous virus,7.58E+18,1,1,0,0
2606,0,hotels/resturants will remain closed till 15th October 2020 due to #Coronavirusoutbreak,8.36E+18,2,30,521,1129
2607,0,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak,7.13E+18,2,0,0,0
2608,0,the new coronavirus is somehow connected to 5G technology,8.50E+17,2,12,31,61
2609,0,Singapore will go into lockdown,2.23E+18,2,0,41,28
2610,0,GOV allows people to request off for being at work during the current Covid-19,8.41E+17,2,0,5,7
2611,0,King Vajiralongkorn has been secretly cleaning the streets of Bangkok to combat COVID-19,8.63E+18,2,12,191,118
2612,0,Nurses and Doctors in #Jamaica have tested positive for COVID-19,5.55E+18,2,31,160,169
2613,0,hand sanitizer won't be effective against #Covid_19,6.09E+18,2,57,732,1495
2614,0,go to blood drives because they have to test you for COVID-19,3.71E+18,2,0,1,15
2615,0,"if I get it, I get it, "" there's ""nothing I can do""",5.15E+18,2,3,9,12
2616,0,"a health clinic in Tanglin, Lake Garden is offering drive-though COVID-19 testing services",9.45E+17,2,1,59,27
2617,0,being in the library with other people is safe,4.35E+18,3,0,6,12
2618,0,There is a COVID-19 case in FYI | Rivera Medical Center Inc,6.74E+18,2,0,45,115
2619,0,Olivia was exposed to friend  RichardWilkins after he tested positive for covid-19,2.69E+18,2,32,65,584
2620,0,"Kids are essentially immune, but elderly with existing conditions are vulnerable. Family gatherings with close contact between kids & grandparents probably most risky",8.22E+18,2,0,3,22
2621,0,Covid-19 was given its name by geographic references,2.20E+18,3,4,0,4
2622,0,Douglas County School System administrators have been investigating a social media post that shows that an Alexander High family is under quarantine for coronavirus (COVID-19),4.16E+18,3,0,3,7
2623,0,Jawan being tested positive in Srinagar,6.91E+18,2,0,14,21
2624,0,ovid-19 is even more infectious than either Ebola or the 1918 Spanish flu. and both of those are far worse than the seasonal flu,4.41E+18,2,1,0,0
2625,0,Pharmacies in Karachi telling me they are out of #Chloroquine because it was all exported to China two weeks ago before it became publically known as a possible treatment for #COVID,6.35E+18,2,8,7,26
2626,0,You are trying to make it seem that Covid 19 is no worse than the regular flu,4.17E+18,1,0,0,2
